tweet,location,Airline,Class
اتمني الرد علي موضوعي وعدم التجاهل لي يومين من وصولي الي جده وشنطتي لا اعلم اين ذهبت ولا يوجد تجاوب لا من موظفين المطار ولا الرد الالي ولا وساءل التواصل,"الرياض, المملكة العربية السعودية",Fly Adeal,Negative
وين متاح وانتم ما تردو علينا,الرياض,Fly Adeal,Negative
رجاء واجهت مشكله في الدفع والموقع علي لو درينا ماحجزنا,,Fly Adeal,Negative
وش هذا الفشل الذريع صار لي شهر وراكم وادق ومحد يرد وكل شخص يحذفني علي الثانيابي تعوض عن شنطتي الي اعدمتوها,,Fly Adeal,Negative
لدي رقم طلب وهو تعويض لمبلغ الرحله ولم تصلني رساله بالتعويض,,Fly Adeal,Negative
تدفع اكثر من ٤ الاف ريال عشان تروح المطار يكسرون شنطتك و يقولون لك البوابه قفلت,,Fly Adeal,Negative
"السلام عليكم 
انا الان علي الخط بانتظار احد مثلي خدمه العملاء بالتكرم والرد علي اتصالي 

مده الانتظار حتي الان ٤٥ دقيقه",الأرض,Fly Adeal,Negative
ما شاء اله تبارك اله اول رحله طيران ل اديل من اسطنبول الي الرياض خدمه جميله وراحه من طيران اديل,,Fly Adeal,Positive
رحلتي بعد ساعه و ماجاء البوردينق و ما اقدر اكمل اجراءات السفر ليش,Kingdom of Saudi Arabi,Fly Adeal,Negative
اديل عمالكم اخذو فلوسي من الشنطه لاتطنشون الشكوي,,Fly Adeal,Negative
"٥ اليوم اكملنا اسبوع دون جدوي
سافرنا لجازان و الي الرياض وتواصلنا هاتفيا وعلي الايميلات وحتي علي تويتر ولا يوجد رد 
ومازالت الحقيبه مفقوده 
والزواج بعد غدا الجمعه وطيران اديل دون اهتمام او تجاوب حقيقي

فينشنطهالعروسهطيراناديل","جدة, المملكة العربية السعودية",Fly Adeal,Negative
لو سمحتم الغيتم رحلتي بدون وجه حق وماقدر اتاخر ارجوا الرد سريعا رحلتي بعد ساعات,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
ليش مافي تجاوب راسله من الصباح لان مافي رد,,Fly Adeal,Negative
اسوء طيران مرعلي ماقدسافرت عليهم ولما قرت اسافر صارت اشياء عمري ماتعرضت لهاحجزت ذهاب وعوده ب٤الاف وشيوجيت يقولون الحجوزات فيها زياده نطلعك ع الرحله الي بعدخيرتخلون الناس تحجزاكثر من عد المقاعد باي حقواجي ع موعدهم الي بعد يقولون قفلنالبوابه,,Fly Adeal,Negative
ارغب بتقديم شكوي يمكنكم النظر الي الخاص,Jeddah,Fly Adeal,Negative
"انا جيت من جده الي الدمام بمبلغ ريال يوم نوفمبر

وابغي ارجع الان الي جده والسعر 
ليش السعر صار غالي وايش الخدمات الي تقدمونها لمسافرين بمقابل السعر العالي","KSA, Madinah, Makkah, Jeddah",Fly Adeal,
يتاخرون بالرد,,Fly Adeal,
"اسواء طيران في كل العالم
انا في الطاءره الان رحله الي الطاءف من الرياض الاقلاع الساعه ١٢ظهرا والساعه الان ١ بعد الظهر ونا زلنا لم نقلع بسب عدم تنظيم اماكن الركاب وخربطه في طباعه التذاكر وعناد الركاب", Jordan,Fly Adeal,
اقسم باله ازبل طيران, Jordan,Fly Adeal,
رحله الرياض الطاءف تاخير اكثر من دقيقه,,Fly Adeal,
تاخير رحله الرياض الطايف بسب عدم وجود مقعد لاحد الركاب سوف يتم رفع شكوي لهيءه الطيران المدني استنزاف وقت المسافرين والبقاء في الطايره لاكثر من ساعه والي الان لم يتم الاقلاع,Some where there ,Fly Adeal,
والي الان لم يتواصل معي اي شخص من طيران اديل اتمني توضيح عدم شحن شنطتي وشكرا لكم,"الرياض, المملكة العربية السعودية",Fly Adeal,
السلام عليكم ورحمه اله وبركاته خربتو فرحتي امس بعد فوز المنتخب كنت مسافر من الرياض الي جده وعند وصولي الي جده لم تصل شنطتي ولاسف لم اجد موظف يبحث عن شنطتي او يخبرني بانها لم تشحن وبقيت في المطار ساعتين واخيرا تكرم احد موظفي الخطوط السعوديه بتعبءه نموذج,"الرياض, المملكة العربية السعودية",Fly Adeal,
لماذا لايقبل الحجز لرحله واحده من قطر الي الرياض يوم السبت نوفمبر,"الرياض, المملكة العربية السعودية",Fly Adeal,
ارجوا تغير سياستكم العقيمه في التعامل مع العميل,Some where there ,Fly Adeal,
لماذا طيران اديل لايوجد رد علي الهاتف,,Fly Adeal,
"عفوا ماخدمتونا بالمطار ولا تردون بالاتصال ولا بتويتر 

انتو متاكدين ان عندكم خدمه عملاء حسب ما اشوف في التعليقات ان العالم منزعجه من خدماتكم ولاسف لايوجد تجاوب من قبلكم لخدمه العميل 

تعليقات كثيره تعهد بعدم التعامل معكم مره اخري",,Fly Adeal,
السلام عليكم عندي حجز موكد ل عايلتي مقعدين تفاجانا في الطياره ان في اشخاص جالسين في واحد من المقاعد ورافضين يتحركون من المقعد… المضيف يقول الطياره فل ماقدر اسوي شي ارجو التواصل معي باسرع وقت مكن وشكرا,phildelphia ,Fly Adeal,
عندي مشكله في الحجز واتصل علي رقمكم و الاتصال يوصل ل دقيقه ولافيه تجاوب,,Fly Adeal,Negative
واله واجهت مشاكل مع خطوط طيران اديل عمري ماواجهتها مع طيران ناس او الخطوط السعوديه كانت اول تجربه ليا واجهت مشاكل كثير اتمني وضع نظام يضمن حق المسافر عشان تعبتونا,المملكة العربية السعودية,Fly Adeal,Negative
اسوا طيران واسوا خدمه واسوا تعامل,,Fly Adeal,Negative
طيران قذر,,Fly Adeal,Negative
"السلام عليكم
انا عندي حجز ودافع ومخلص وجاتني رساله تم تاكيد حجزك رقم كذا والان دخلت عشان اطبع البوردنج يطلع لي حجزك غير موجود كيف","الرياض, المملكة العربية السعود",Fly Adeal,Negative
بوجهك يسرقك انتبه نصبواحتيال ياخي واله الي تسوينه حرام قبل كذا تاريخكم اسود والان بطاعه الصعود ماقدرت اخذها علشان تسرقون قيمه التذكره مثل سويتوا قبل حرام الرقابه المطار,,Fly Adeal,Negative
ياخي ورب الذي خلق الحوت ماشفت اسوء منكم ياخي ابغي اخذ الكود الخاص بصعود الطاءره منا قادر واله اني احول اتواصل مع دعمهم مافي الا وقت ساعات العمل ياخي وين وزاره التجاره عنكم انتم من المءذين والمتعبين والغير صادقين وزارهالعدل التجاره,,Fly Adeal,Negative
اقسم باله مءذين,,Fly Adeal,Negative
ردو خاص علشان مانهزءكم قدام الناس وتزعلون,,Fly Adeal,Negative
السلام عليكم لو سمحت انا حاجز تيكت لدمام وعايز اضيف شنطه وكل ما ادخل ع اداره الحجز وادخل الرقم المرجعي يقول مفيش حجز اصلا ازاي,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
اخ عمر ريح راسك ماراح يردون عليك لاتويتر ولاتصال,,Fly Adeal,Negative
كل هذا انتظار وباقي نتظر,,Fly Adeal,Negative
السلام عليكم ورحمه اله وبركاته كيف طريقه الغاء الموعد بسب عطل في الطاءره وتم تاخري عن الموعد,,Fly Adeal,Negative
امنيتي لو مره تكونون علي الوقتمانطلب منكم اي شيء بس خلونا نقلع علي الوقت,Saudi Arabia - Khobar-Dammam,Fly Adeal,Negative
لا تويتر ولا خدمه عملاء,,Fly Adeal,Negative
لاجل اله ردو علينا,,Fly Adeal,Negative
انتم مشكلتكم مشكله الحمد له الناس صار عندها وعي وصدقوني ما بتكمل شركتكم علي هذا النظام الفاشل ردو عا الخاص بلاش تسحيب,,Fly Adeal,Negative
"تم انجاز اجراءات السفر عبر الموقع ولم يتم ارسال بطاقه صعود الطاءره ع الاميل المسجل
ارجو الافاده","جدة, المملكة العربية السعودية",Fly Adeal,Negative
"حاولت احجز وصلت لين نقطه السداد وطلب التحق وعطاني غلط
وقفلت التطبيق وحاولت احجز مره ثانيه قلي انه انت حاجز ع ذي الرحله 

وش الحل وش ذي الخبطه",,Fly Adeal,Negative
"تم سحب المبلغ مني ولم يتم تاكيد الرحله
لي اسبوع من رفعت الطلب باستعاده المبلغ ولم يتم الرد",,Fly Adeal,Negative
بمناسبه فوز المنتخب فلاي اديل تاجل الرحله ساعتين اسوء طيران مكن تفكر تسافر عليه الفوزالتاريخي,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
حجوزاتنا كانت يوم الاربعاء بعذ الانتهاء من الاختبارات نزل قرار من الملك بان الاربعاء اجازه والاختبارات تكون الخميس ايش وضع حجوزاتنا ليه ندفع رسوم تعديل التاريخ وندفع الفرق مكن تردون علينا,,Fly Adeal,Negative
